Name,Distillery/Brand,Region,Bottler,Country,Rating,Reviews,Alcohol Percentage,Price,Awards,Palate,Finish,Nose
Glenmorangie The Quinta Ruban 14 Year Old,Glenmorangie,Highland Whisky,Glenmorangie,Scotch Whisky,3.5,(52 Reviews),"(70cl, 46%)",56.94,4,"Chocolate mousse, Bourbon biscuits, orange oil, more almond notes (now toasted), blackcurrant and raisin.",Lasting richness of stewed berries and dark chocolate.,"Summer fruit tart with a sprinkling of icing sugar, aromatic cedar, milky coffee and almond pastries."
Woodford Reserve Kentucky Bourbon,Woodford Reserve,American Whiskey,Woodford Reserve,American Whiskey,4.5,(187 Reviews),"(70cl, 43.2%)",36.94,3,"Thick and full. There are notes of espresso beans, winter spice, cereal sweetness, plenty of rye, ground ginger, almond oil, toasty oak and a little rum.",Long and mature with notes of cereals and toasty oaken spice.,"Quite thick and creamy. There are notes of honey and spice, leather, a touch of cocoa, a little smoke, toasty oak and vanilla cream with a hint of butterscotch."
The Glenrothes 12 Year Old,Glenrothes,Scotch Whisky,Glenrothes,Scotch Whisky,3.5,(9 Reviews),"(70cl, 40%)",40.89,1,"Creamy hazelnut, dried fruit and a hint of cinnamon. Hints of chocolate, old leather, dried herbs and tobacco add depth among Galia melon and honeyed oak.",Long and sweet with a touch of baking spice and more stewed fruits.,"Gingerbread, stewed apple and earthy vanilla, then soft tropical fruit notes and a hint of sherried funk."
Heaven's Door Tennessee Bourbon,Heaven's Door,American Whiskey,Heaven's Door,American Whiskey,3,(9 Reviews),"(70cl, 42%)",68.99,0,"Festive spices, vanilla pod, buttered corn and rye warmth.","More authentic vanilla notes, paired with peanut brittle and nutmeg.","Cedar, summer berries, cacao and toasted grains."
Inchgower 14 Year Old - Flora and Fauna,Inchgower,Speyside Whisky,Inchgower,Scotch Whisky,5,(11 Reviews),"(70cl, 43%)",52.94,0,,,
The GlenDronach Cask Strength Batch 12,GlenDronach,Highland Whisky,GlenDronach,Scotch Whisky,,,"(70cl, 58.2%)",76.27,0,"Sweet dates and raisins, toasted walnuts, affogato, and cinnamon and ginger spice.",Bakewell tart and some black pepper.,"Dark fruit cake, with some chocolate covered coffee beans, and woody spices."
"Mortlach 14 Year Old 2008 (casks 302198, 302199, 302210 & 302218) - Un-Chillfiltered Collection (Signatory)",Mortlach,Speyside Whisky,Signatory,Scotch Whisky,,,"(70cl, 46%)",48.95,0,"Earthy vanilla, zesty orange, and thyme honey with a prickle of nutmeg and black pepper.",Salted caramel and sharp green apples.,"Fresh pear, heather, milk chocolate, butterscotch, and winter spices."
Inchmurrin 12 Year Old,Loch Lomond,Highland Whisky,Loch Lomond,Scotch Whisky,4.5,(19 Reviews),"(70cl, 46%)",34,3,"Smooth, rich palate entry with barley malt and salt caramel. Dried herbs, candied peels and allspice.",Medium-long finish. Spicy.,Creamy sweet cereals and allspice. Hints of toffee apples and pear drops. A little caramel and furniture polish.
Arran Port Cask Finish,Arran,Scotch Whisky,Arran,Scotch Whisky,3.5,(15 Reviews),"(70cl, 50%)",54.95,0,"Nose: Crème caramel and berry fruits, hints of raspberry jam, damsons, peppermint and barley.
Palate: Creamy palate with notes of ginger, black pepper, berry fruits and cocoa.
Finish: Warming with notes of pastries, gingernuts, redcurrant jelly and spice.","Nose: Crème caramel and berry fruits, hints of raspberry jam, damsons, peppermint and barley.
Palate: Creamy palate with notes of ginger, black pepper, berry fruits and cocoa.
Finish: Warming with notes of pastries, gingernuts, redcurrant jelly and spice.","Nose: Crème caramel and berry fruits, hints of raspberry jam, damsons, peppermint and barley.
Palate: Creamy palate with notes of ginger, black pepper, berry fruits and cocoa.
Finish: Warming with notes of pastries, gingernuts, redcurrant jelly and spice."
Dalmore Port Wood Reserve Gift Pack with 2x Glasses,Dalmore,Highland Whisky,Dalmore,Scotch Whisky,,,"(70cl, 46.5%)",92.94,0,"Chocolatey at first, before waves of dried fruit and stem ginger notes appear. A touch of earthy bitterness develops later on, balanced by runny honey.","Roast chestnuts, gingerbread and tobacco.","Clove-studded orange, rich raspberry and prune, a touch of sponge cake."
Glenfiddich Grande Couronne 26 Year Old,Glenfiddich,Scotch Whisky,Glenfiddich,Scotch Whisky,4.5,(2 Reviews),"(70cl, 43.8%)",445.90,1,"Nose: Vibrant and lively with an abundance of toasty oak sweetness. Reminiscent of a French pâtisserie, freshly-baked Tarte Tatin and buttery choux pastry.
Palate: Deep, velvety smooth and indulgently sweet. Café crème with soft brown sugar and a hint of spice.
Finish: Very long-lasting sweet oak.","Nose: Vibrant and lively with an abundance of toasty oak sweetness. Reminiscent of a French pâtisserie, freshly-baked Tarte Tatin and buttery choux pastry.
Palate: Deep, velvety smooth and indulgently sweet. Café crème with soft brown sugar and a hint of spice.
Finish: Very long-lasting sweet oak.","Nose: Vibrant and lively with an abundance of toasty oak sweetness. Reminiscent of a French pâtisserie, freshly-baked Tarte Tatin and buttery choux pastry.
Palate: Deep, velvety smooth and indulgently sweet. Café crème with soft brown sugar and a hint of spice.
Finish: Very long-lasting sweet oak."
Woodford Reserve Double Oaked,Woodford Reserve,American Whiskey,Woodford Reserve,American Whiskey,4.5,(82 Reviews),"(70cl, 43.2%)",54.90,2,,,
Hell's Stone Whisky,Pocketful of Stones,English Whisky,Pocketful of Stones,English Whisky,4.5,(6 Reviews),"(70cl, 40%)",36.95,0,"Honey granola and almond croissants, a hint of zesty orange with underlying seaweed.","Vanilla custard, creamy malt, and roasted nuts, with warming spice on the finish.","Sweet vanilla and toasted nuts with wafts of soft, aged oak."
Cutty Sark Prohibition Edition Blended Scotch Whisky,Cutty Sark,Other Scotch Whisky,Cutty Sark,Scotch Whisky,4.5,(45 Reviews),"(70cl, 50%)",25.24,0,Toffee chunks with a little bit of dark chocolate hidden inside. A touch of grassy malt and crushed nuts.,A final hint of caramel and golden malt.,"There's custard notes familiar from the 40% ABV expression, though now paired with more citrus, pear and fudge cubes you get in sea-side sweet shops."
Glen Scotia Double Rum Finish,Glen Scotia,Scotch Whisky,Glen Scotia,Scotch Whisky,4,(3 Reviews),"(70cl, 46%)",47.94,0,"Nose: Seaspray coats brown sugar, charred pineapple, and cinnamon.
Palate: Thick molasses is joined by other notes you'd expect from a combo of bourbon and rum casks like desiccated coconut, banana, vanilla, nutmeg, and stone fruits.
Finish: More of those maritime notes and aromatic spice.","Nose: Seaspray coats brown sugar, charred pineapple, and cinnamon.
Palate: Thick molasses is joined by other notes you'd expect from a combo of bourbon and rum casks like desiccated coconut, banana, vanilla, nutmeg, and stone fruits.
Finish: More of those maritime notes and aromatic spice.","Nose: Seaspray coats brown sugar, charred pineapple, and cinnamon.
Palate: Thick molasses is joined by other notes you'd expect from a combo of bourbon and rum casks like desiccated coconut, banana, vanilla, nutmeg, and stone fruits.
Finish: More of those maritime notes and aromatic spice."
Aberfeldy 15 Year Old - Red Wine Cask Collection,Aberfeldy,Highland Whisky,Aberfeldy,Scotch Whisky,5,(2 Reviews),"(70cl, 43%)",65,0,"Sweet with honey, preceding forest fruits and oak, with delicate hints of spice and rich cocoa.",A dry finish with delicate spice and further orchard fruits.,"Hugely fruity, with juicy red berries, notes of honey, and orchard fruits."
Lagavulin 8 Year Old,Lagavulin,Islay Whisky,Lagavulin,Scotch Whisky,3.5,(68 Reviews),"(70cl, 48%)",56.99,1,"Smokey peat appears first on the palate, followed by coriander seed, barley sugar, cumin powder, smoked kipper and marzipan.","Layers of apple crumble, toasted almond and ash. Another kick of cooking spices right at the end.","Salted popcorn, honey-roasted nuts, tarry ropes and light hints of freshly-chopped cedar. A touch of burnt sugar sweetness lingers."
Caol Ila Moch,Caol Ila,Islay Whisky,Caol Ila,Scotch Whisky,4.5,(17 Reviews),"(70cl, 43%)",56.95,3,"Sweet lemon meringue pie and soft, very soft mouthfeel. The peat hits a third of the way in but it's restrained; soothing wood smoke rather than burning tyres, and it retains a sweetness throughout.",Soft drying smoke.,Lemon sherbet and apple crumble topping with custard. Dry grass and not a hint of smoke.
Glenfiddich Experimental Series - Orchard,Glenfiddich,Scotch Whisky,Glenfiddich,Scotch Whisky,2,(3 Reviews),"(70cl, 43%)",46.94,0,"Nose: Crisp green apple peels, a whiff of vanilla, and some tart, zesty notes of fermented fruit to balance sweet buttery toffee.
Palate: Packed with fruit – a host of pressed apples and hints of pear are followed up by zestier notes of orange and lemon peel. Spiced apple cake and a whiff of nutmeg bring warming spice.
Finish: The apple cider notes carry through to the finish, with pressed juices and red orchard fruits tangling with gentle oak spice and creamy barley.","Nose: Crisp green apple peels, a whiff of vanilla, and some tart, zesty notes of fermented fruit to balance sweet buttery toffee.
Palate: Packed with fruit – a host of pressed apples and hints of pear are followed up by zestier notes of orange and lemon peel. Spiced apple cake and a whiff of nutmeg bring warming spice.
Finish: The apple cider notes carry through to the finish, with pressed juices and red orchard fruits tangling with gentle oak spice and creamy barley.","Nose: Crisp green apple peels, a whiff of vanilla, and some tart, zesty notes of fermented fruit to balance sweet buttery toffee.
Palate: Packed with fruit – a host of pressed apples and hints of pear are followed up by zestier notes of orange and lemon peel. Spiced apple cake and a whiff of nutmeg bring warming spice.
Finish: The apple cider notes carry through to the finish, with pressed juices and red orchard fruits tangling with gentle oak spice and creamy barley."
Bunnahabhain Eirigh Na Greine,Bunnahabhain,Islay Whisky,Bunnahabhain,Scotch Whisky,4.5,(17 Reviews),"(100cl, 46.3%)",67.36,4,"Apricot, sea salt, black pepper, more wine cask-influence berry sweetness.","Smoky and quite long. A little bit spicy, too.","Toasted sugar, vanilla, raspberries and a little honey."
Dad's Hat 6 Year Old (That Boutique-y Whisky Company),Dad's Hat,American Whiskey,That Boutique-y Whisky Company,American Whiskey,,,"(50cl, 64%)",99.95,0,"Nose: Heaps of dried berries and stone fruits balance dense notes of spicy rye and sourdough crackers. Milk chocolate and charred herbs join waves of warming allspice.
Palate: Soft and buttery to start, with dried cranberries and cherry chocolate leading to satisfying layers of oak char, clove, and cinnamon snaps.
Finish: Dustings of cocoa, juicy raisins, and toasty spice.","Nose: Heaps of dried berries and stone fruits balance dense notes of spicy rye and sourdough crackers. Milk chocolate and charred herbs join waves of warming allspice.
Palate: Soft and buttery to start, with dried cranberries and cherry chocolate leading to satisfying layers of oak char, clove, and cinnamon snaps.
Finish: Dustings of cocoa, juicy raisins, and toasty spice.","Nose: Heaps of dried berries and stone fruits balance dense notes of spicy rye and sourdough crackers. Milk chocolate and charred herbs join waves of warming allspice.
Palate: Soft and buttery to start, with dried cranberries and cherry chocolate leading to satisfying layers of oak char, clove, and cinnamon snaps.
Finish: Dustings of cocoa, juicy raisins, and toasty spice."
GlenAllachie 10 Year Old Cask Strength - Batch 9,GlenAllachie,Speyside Whisky,GlenAllachie,Scotch Whisky,4.5,(1 Review),"(70cl, 58.1%)",68.99,0,,,
Dalmore Vintage 2007 (bottled 2022),Dalmore,Scotch Whisky,Dalmore,Scotch Whisky,,,"(70cl, 46.5%)",149.84,0,"Nose: Honey, fresh baked brioche, and iced ginger cake.
Palate: Orange blossom honey, spices, and mandarins.
Finish: Patisserie sugars, ginger snaps, and cinnamon.","Nose: Honey, fresh baked brioche, and iced ginger cake.
Palate: Orange blossom honey, spices, and mandarins.
Finish: Patisserie sugars, ginger snaps, and cinnamon.","Nose: Honey, fresh baked brioche, and iced ginger cake.
Palate: Orange blossom honey, spices, and mandarins.
Finish: Patisserie sugars, ginger snaps, and cinnamon."
Glenmorangie 10 Year Old - The Original,Glenmorangie,Highland Whisky,Glenmorangie,Scotch Whisky,4,(235 Reviews),"(70cl, 40%)",37.94,11,"Fresh and balanced, vanilla. Boiled sweets, very creamy, tiramisu, toffee.","Quite long, gentle, malty and very fruity.","Very fruity and thick. Rich notes of lemon, nectarine and apple. Spices."
Balvenie 14 Year Old - The Week of Peat,Balvenie,Speyside Whisky,Balvenie,Scotch Whisky,4.5,(21 Reviews),"(70cl, 48.3%)",76.50,1,"Velvety and round to taste with the peat smoke balancing citrus flavours, oaky vanilla and blossom honey.",Gentle smoke with a lingering and creamy vanilla sweetness.,"Gentle sweet peat smoke, lighter floral notes and delicate butterscotch honey."
Invergordon 25 Year Old 1991 (Master of Malt) (48.7% ABV),Invergordon,Scotch Whisky,Master of Malt,Scotch Whisky,,,"(70cl, 48.7%)",64.95,0,A lick of drying oaken spice gathers beside soaked oats and vanilla cream pastries. Demerara sweetness is joined by a helping of cinnamon and crunchy ginger biscuits.,"Drizzles of warm caramel and red berries, seasoned with a pinch of pepper. Waves of soft, creamy grist and vanilla sponge linger, bolstered by charred, mellow old oak.","Cooking apples baked with heaps of brown sugar, dried strawberries, and blanched almonds lead to creamier notes of Rich Tea biscuits and fragrant leather."
Sazerac Straight Rye,Sazerac,American Whiskey,Sazerac,American Whiskey,4,(22 Reviews),"(70cl, 45%)",39.94,3,"Nose: Sweet with spices and stem ginger in syrup. Orange zest, freshly ground black pepper and mixed peels.
Palate: Thick, spicy palate with notes of Seville orange marmalade and allspice. Peanut butter, toffee and barrel char develop later on.
Finish: An oily, spicy finish.","Nose: Sweet with spices and stem ginger in syrup. Orange zest, freshly ground black pepper and mixed peels.
Palate: Thick, spicy palate with notes of Seville orange marmalade and allspice. Peanut butter, toffee and barrel char develop later on.
Finish: An oily, spicy finish.","Nose: Sweet with spices and stem ginger in syrup. Orange zest, freshly ground black pepper and mixed peels.
Palate: Thick, spicy palate with notes of Seville orange marmalade and allspice. Peanut butter, toffee and barrel char develop later on.
Finish: An oily, spicy finish."
